id,type,shortCode,caption,commentsCount,likesCount,timestamp,ownerUsername,url
3607124784844153786,Sidecar,DIPFOFlJKO6,"This is what dreams are made of 🔮We could almost kiss these stars for shining so bright in this glittering image of a stellar nursery captured by @NASAHubble. The immense region of gas and dust is the birthing place of stars, which glow against the clouds. Bright clusters of newborn stars shine in infrared light shown here in pink. Clouds of gas and dust, resembling puffy cumulus clouds, are dotted with dark knots of denser dust. Hubble’s infrared view allows us to pierce through the clouds and see stars that otherwise might be obscured. Unlike visible light, infrared wavelengths can travel through clouds of gas and dust, allowing us to see details of the young stars. Image description: Against the dark background of space, pale, misty clouds of gas and dust are sprinkled with blue and pink stars. Some bright pink patches of clustered stars are visible, as are dark brown knots of dust.Credit: NASA, ESA, and M. Andersen (European Southern Observatory - Germany); Processing: Gladys Kober (NASA/Catholic University of America)#NASA #Space #Hubble #Telescope #Nursery #Stars #Astronomy #Purple #LizzieMcGuire #SingToMePaolo",931,403163,2025-04-09T18:20:04.000Z,nasa,https://www.instagram.com/p/DIPFOFlJKO6/
3602746808555977094,Video,DH_hyJbprmG,"Rocket? Stacking. Crew training? Underway. Mission patch? Ready to go. ✅⁣
⁣
The Artemis II mission will embark on its journey around the Moon early next year — and now we’ve got the mission patch to mark the occasion.⁣
⁣
The Moon represents our exploration destination, focused on discovery of the unknown. The Earth represents home, focused on the perspective we gain when we look back at our shared planet and learn what it is to be uniquely human. The orbit around Earth highlights the ongoing exploration missions that have enabled Artemis to set sights on a long-term presence on the Moon and soon, Mars.⁣
⁣
Video description: This video cycles through still images of different people holding the patch across different locations. In the background of the images, the viewer can glimpse hardware and team members that come together under Artemis. The video ends with imagery of the Artemis II crew holding the patch and smiling. ⁣
⁣
Credit: NASA⁣
Patch Designer: Greg Manchess⁣
⁣
#Artemis #MissionPatch #Astronaut #NASA #Moon #Earth #Mars #STEM ⁣",323,61202,2025-04-03T17:22:23.000Z,nasa,https://www.instagram.com/p/DH_hyJbprmG/
3598455669586881901,Image,DHwSF21t21t,"Heading into the weekend like... 🧑‍🚀

On February 7, 1984, astronaut Bruce McCandless II became the first human in history to go on a spacewalk without a connection to their spacecraft. McCandless soared outside the space shuttle Challenger with the Manned Maneuvering Unit (MMU), a propulsion device on the back of his spacesuit that used two tanks of hydrogen and 24 nozzles to move him around. 

In this iconic photo, taken by Challenger pilot Hoot Gibson, McCandless was just a few meters away from the shuttle, but further MMU flights by McCandless and astronaut Robert L. Stewart took them more than 300 feet (91 meters) into space. The MMU was used for several more flights in the 1980s. Today's @NASAAstronauts now wear SAFER (Simplified Aid For EVA Rescue), a smaller, simpler thruster system, in case they accidentally become untethered on a spacewalk.

Image description: An astronaut, wearing a full spacesuit and a large backpack, floats above Earth. Earth's blue seas and thin white clouds arc over the bottom half of this image; the astronaut is just above Earth's curvature. From the perspective of the photograph, he is leaning approximately 45 degrees to the right.

Credit: NASA/Hoot Gibson

#NASA #Space #Earth #Universe #Spacewalk #Astronaut #TGIF",1518,337684,2025-03-28T19:16:11.000Z,nasa,https://www.instagram.com/p/DHwSF21t21t/
3603403757477834627,Image,DIB3KAyxi-D,"Look up at the Earth
 
In low Earth orbit, everything's a matter of perspective. Depending on how you're floating, the Earth may appear to be orbiting below—or it could be above you, as seen in this image.
 
Astronaut @astro_pettit took this photo from the cupola aboard the @ISS on March 15, 2025, as city lights and drifting clouds passed overhead. When Don Pettit took this photo, the station was orbiting about 261 miles (420 km) over the state of Kansas.
 
Image description: City lights dot the cloudy Midwestern landscape as a wispy aurora dances above Earth's horizon in this photograph. In the bottom foreground is the Kibo laboratory module's Exposed Facility, an external research platform, and the orbital outpost's main solar arrays.
 
Credit: NASA
 
#NASA #Space #ISS #International #SpaceStation #NightSky #ThingsToDo #CityLights",997,518533,2025-04-04T15:07:10.000Z,nasa,https://www.instagram.com/p/DIB3KAyxi-D/
3605758294091529913,Image,DIKOhB5Pn65,"Sculpted by luminous stars 🌟⁣
 ⁣
The dazzling, young stars in this cluster are artists: with the intense radiation and fierce stellar winds they produce, they sculpted the glowing pink nebula and snakelike dark clouds you see here.⁣
 ⁣
This star cluster is in the Small Magellanic Cloud, a satellite galaxy of the Milky Way that lies 200,000 light-years away in the constellation Tucana. It has been studied before by @NASAWebb and @NASAHubble, but this image includes new data and is the first to combine Hubble observations made at infrared, optical, and ultraviolet wavelengths into an intricately detailed view of this vibrant star-forming factory.⁣
 ⁣
This “artists collective” contains more than 2,500 newborn stars. The cluster’s most massive stars, which are many times more massive than our Sun, blaze with an intense blue light in this image. Hubble was instrumental in uncovering the secrets of how these stars formed. Using two sets of observations taken 11 years apart, researchers traced the stars’ motions and found that they were spiraling in toward the center of the cluster. This spiraling motion comes from a stream of gas from outside of the cluster that fuels star formation in the center of the turbulent cloud.⁣
 ⁣
Image description: Bright blue stars curve gently toward the center of the image. Nestled around, in front of, and behind the clustered stars are large arcs of dense, reddish-brown dust. Thin, pale-blue wisps of clouds fill the background while denser areas of pinkish clouds appear stacked upon the wispier clouds. Thousands of orange stars are visible in the background behind the clouds of the nebula.⁣
 ⁣
Credit: @europeanspaceagency/Hubble & NASA, A. Nota, P. Massey, E. Sabbi, C. Murray, M. Zamani (ESA/Hubble)⁣
 ⁣
#NASA #Hubble #Stars #Nebula #Astronomy #Telescope",769,379662,2025-04-07T21:05:13.000Z,nasa,https://www.instagram.com/p/DIKOhB5Pn65/
3602137321432023400,Video,DH9XM8UIgFo,"No umbrella needed for these April showers ☄️
 
Take in the sights from passing planets, the Lyrid meteor shower, and a vast collection of stars called a globular cluster.
 
- Begin and end the month with Jupiter and the Moon shining together in the western sky 
- In the evenings, see Mars overhead towards the southern sky 
- Venus becomes an early bird - rising in the early morning 
- On April 21st and the morning of the 22nd, view shooting stars as we pass through the Lyrid meteor shower
- Throughout April, use binoculars or a small telescope to view the globular cluster M3
 
Credit: NASA/JPL-Caltech 
Thumbnail credit: NASA/ESA
 
#NASA #WhatsUp #Space #Stargazing #NightSky #ThingsToDo #Spring #Moon #Stars #Planets",410,96828,2025-04-02T21:12:44.000Z,nasa,https://www.instagram.com/p/DH9XM8UIgFo/
3606390734852574038,Sidecar,DIMeUQQJctW,"Keeping it light ☀️ X-rays sizzle off the Sun’s surface in this image showing data from our Nuclear Spectroscopic Telescope Array, or NuSTAR, overlaid on a picture taken by our Solar Dynamics Observatory (SDO). The NuSTAR data, seen in green and blue, shows high-energy emission — revealing the X-rays come from gas heated to above 3 million degrees Fahrenheit. The red hues represent ultraviolet energy light captured by SDO and shows the presence of lower temperature material in our star’s atmosphere at 1 million degrees Fahrenheit. What does this tell us? The hotter emissions are coming from different locations in the active regions and the coronal loops, when compared to the cooler emissions shown in the SDO image. Image description: One hemisphere of the Sun is pictured, featured by saturated hues of reds and orange. Data from our SDO in ultraviolet wavelengths. At the top of the Sun are hues of blues and greens that seem to be emitted in bursts on the surface. These represent X-ray data from NuSTAR.. Credit: NASA/JPL-Caltech/GSFC #NASA #Space #Sun #Flare #Solar #Power #Xray #Colors #Energy #Ultraviolet",891,464683,2025-04-08T18:01:39.000Z,nasa,https://www.instagram.com/p/DIMeUQQJctW/
3596996545439727453,Image,DHrGUzlPf9d,"See some supersonic shockwaves 👀
 
You're looking at two T-38 jets, soaring faster than the speed of sound—flying in formation just 30 feet (9 meters) apart. This image was taken using a technique called schlieren photography, which measures the flow of air around objects. When an aircraft goes supersonic (about 760 miles an hour, or 1220 kph, at sea level), it sends shockwaves through the air, rapid pressure changes which are responsible for the sonic boom you may hear on the ground.
 
This photo was taken by a @NASA aircraft in 2019—the first flight ever to capture interacting shockwaves from two supersonic aircraft. Images like these are helping us design our @NASAAero X-59 aircraft, which aims to fly at supersonic speeds without creating loud sonic booms. X-59 is currently gearing up for its first flight later this year.
 
Image description: Two jet planes, seen from below, fly through a bright blue background. Dark lines, indicating the path of their shockwaves, extend at trailing angles from the jets, with bright red trails visible very close to the jets. This image was originally monochromatic and is shown here as a colorized composite.
 
Credit: NASA
 
#NASA #Airplane #AircraftPhotography #T38 #Supersonic #Aeronautics #AvGeek #Aviation #Photography",433,202702,2025-03-26T18:57:10.000Z,nasa,https://www.instagram.com/p/DHrGUzlPf9d/
3607837336318508914,Image,DIRnPE2p_9y,"For 20 years, @NASAHubble has been studying Uranus... and learning more about its gas.

Uranus' atmosphere is mostly hydrogen and helium, with a small amount of methane—but that methane gives Uranus its distinctive cyan color. Our orbiting Hubble telescope studied Uranus between 2002 and 2022 and found that unlike other gas giants, Uranus has much less methane near its poles. 

Hubble also tracked complex circulation patterns in the planet's atmosphere, giving scientists a deeper look into Uranus.

This classic image of Uranus was taken not by Hubble, but by NASA's Voyager 2 spacecraft as it flew by the planet on Jan. 14, 1986.

Image description: Uranus, a smooth, light blue ball, stands against the darkness of space. The bottom of the planet is slightly shadowed.

Credit: NASA/JPL-Caltech

#NASA #Space #Universe #Hubble #Astrophotography #Uranus",2277,484654,2025-04-10T17:55:47.000Z,nasa,https://www.instagram.com/p/DIRnPE2p_9y/
3597772287449072286,Image,DHt2tVoJYKe,"Status: It’s complicated.⁣
 ⁣
@NASAWebb captures a rare cosmic phenomenon in this new image, called an Einstein ring. What may look like one strangely-shaped galaxy is actually two galaxies separated by a large distance. The closer galaxy sits at the center of the image, while the more distant background galaxy appears to be wrapped around the closer galaxy, forming a ring.⁣
 ⁣
Now, stay with us here — the light from the more distant galaxy is being bent (or lensed) by the closer, massive galaxy. This is possible because spacetime, the fabric of the universe itself, is bent by mass. Therefore, the light traveling through space and time is bent, as well. While too subtle to observe on smaller scales, the astronomical proportions allow us to observe the curvature of light.⁣
 ⁣
Only at the perfect alignment — between the lensed object and the lensing object — can this distinctive Einstein ring shape be seen.⁣
 ⁣
Image description: In the center is an elliptical galaxy, seen as an oval-shaped glow around a small bright core. Around this is wrapped a broad band of light, appearing like a spiral galaxy stretched and warped into a ring, with bright blue lines drawn through it where the spiral arms have been stretched into circles. A few distant objects are visible around the ring on a black background.⁣
 ⁣
Credit: ESA/Webb, NASA & CSA, G. Mahler ⁣
Acknowledgement: M. A. McDonald⁣
 ⁣
#NASA #Space #Webb #JWST #Telescope #Einstein #Stars #Phenomenon #Rare",1062,394911,2025-03-27T20:38:20.000Z,nasa,https://www.instagram.com/p/DHt2tVoJYKe/
3613642580696505151,Sidecar,DImPMf_pBs_,"He came. He saw. He took really great pictures.This weekend, Don Pettit will return to Earth after his 7-month mission to the International Space Station (@ISS). Throughout his stay, @astro_pettit contributed to research that benefits humanity and supports future space missions.Pettit also shared what he calls his “”science of opportunity”” to demonstrate how experimenting with our surroundings can help gain a better understanding of how things work. This understanding is enhanced when art, science, and microgravity come together. 

Check out a few of Don’s many photos.

Image descriptions: 
1. Comet C2024-G3 soars through space as pictured from the ISS. The lower half of the photo glows blue from Earth’s atmosphere; the top half contrasts with the blackness of space. 2. A long-exposure photo of Earth taken from the ISS. The city lights create streaks of color in shades of white, blue and green. In the distance, the horizon glows red. The long-exposure format captures the stars in the distance above Earth. At the top of the photo are segments of the ISS and a portion of its solar arrays.
3. A time-lapse image of an aurora dancing over Earth. The aurora glows in shades of green and diffuses in the atmosphere in red hues. City lights shine through the aurora in white. 
4. A photo of a starfield taken from the ISS. Earth’s surface is seen in the bottom left corner of the image. The atmosphere glows in a bright orange above it. In the distance, Eta Carinae is pictured in the center of the image in hues of blue. 
5. Sunlight glints off a river that flows in a zig-zag shape across Earth’s surface. Clouds swirl over the right side of the image. 
6. NASA astronaut Don Pettit takes a break and poses for a portrait aboard the Destiny laboratory module.

Credit: NASA/Don Pettit

#NASA #Space #Astrophotography #Photography #Astronauts #ISS #SpaceStation",848,481725,2025-04-18T18:09:46.000Z,nasa,https://www.instagram.com/p/DImPMf_pBs_/
3595604480871536828,Image,DHmJzmbJpi8,"A cosmic cherry on top 🍒⁣
⁣
@NASAWebb treated us to a sweet perspective: Herbig-Haro 49/50—a towering swirl from a nearby protostar—is (coincidentally) topped with a multi-hued spiral galaxy.⁣
⁣
Herbig-Haro objects are outflows produced by jets launched from a nearby, forming star. The outflows, which can extend for light-years, plow into a denser region of material. This creates shock waves, heating the material to higher temperatures. The material then cools by emitting light at visible and infrared wavelengths.⁣
⁣
The galaxy that appears, by chance, at the tip of this cosmic soft-serve is a much more distant, face-on spiral galaxy. It has a prominent central bulge represented in blue, filled with older stars. The bulge also shows hints of “side lobes,” suggesting that this could be a barred spiral galaxy. Reddish clumps within the spiral arms show the locations of warm dust and groups of forming stars.⁣
⁣
Image description: This cosmic image is dominated with billowing clouds of orange-red gas, rich in detail. At the tip of the cloud, a spiral galaxy is visible, with a concentrated blue center that fades outwards to blend in with red spiral arms. The black background is speckled with some white stars and some smaller, fainter, and more detailed galaxies in shades of white and blue.⁣
⁣
Credit: NASA, ESA, CSA, STScI⁣
⁣
#NASA #Space #Telescope #JWST #Webb",1717,704714,2025-03-24T20:51:17.000Z,nasa,https://www.instagram.com/p/DHmJzmbJpi8/
3608592203003072217,Image,DIUS31PPg7Z,"View from a lifeboat

Apollo 13 astronauts Jim Lovell, Fred Haise, and Jack Swigert launched from @NASAKennedy on April 11, 1970. They were headed to the Fra Mauro region of the Moon for the third lunar landing ever. Everything seemed to be going smoothly until the third day of the mission, when an oxygen tank ruptured and Swigert uttered those famous words: “Houston, we’ve had a problem here.”

The new mission plan was to abandon the Moon landing, loop around the Moon, and get the crew home safely as quickly as possible. The crew needed to go into “lifeboat mode,” using the lunar module Aquarius to save the spacecraft and crew. The Apollo 13 crew took this photo of the Moon from the lunar module as they passed by.

On April 17, the crew returned to Earth, splashing down in the Pacific Ocean near Samoa. The Apollo 13 mission is sometimes called a “successful failure”: Though the crew couldn’t achieve their scientific goals, the rescue mission was a huge victory for NASA. The lessons learned from Apollo 13 were rapidly applied to the remaining Apollo missions and continue to guide us at NASA today.

Image description: The Moon’s gray, cratered surface is visible from the Apollo 13 lunar module. To the right, the shut-down command module covers some of the view. There are marks that look like plus signs overlaid on the photo.

Credit: NASA

#NASA #History #SpaceHistory #Apollo13 #Moon #FailureIsNotAnOption",952,282194,2025-04-11T18:55:40.000Z,nasa,https://www.instagram.com/p/DIUS31PPg7Z/
3596294327287292429,Image,DHomqL9tiIN,"It’s time to cast your spell on the night⁣
 ⁣
About 5,550 light-years away in our galaxy, there’s a magical light show going on. This region is a cluster of clusters, containing at least three clusters of young stars, including many hot, massive, luminous stars. These hot, young stars emit radiation, which energizes the cooler gas in the cloud that surrounds them.⁣
 ⁣
Astronomers call this object and others like it “HII” (pronounced “H-two”) regions. An HII region is created when the radiation from hot, young stars strips away the electrons from neutral hydrogen atoms in the surrounding gas to form clouds of ionized hydrogen, which is denoted scientifically as “HII.” Scientists study these areas with telescopes like @NASAChandraXray because young stars are bright in X-rays. Also, X-rays can penetrate the shrouds of gas and dust surrounding these infant stars, allowing astronomers to see how stars are formed with details that would be otherwise missed.⁣
 ⁣
This composite image contains X-ray data from our Chandra X-ray Observatory and the ROSAT telescope (purple), infrared data from our Spitzer Space Telescope (orange), and optical data from the SuperCosmos Sky Survey (blue) made by the United Kingdom Infrared Telescope.⁣
 ⁣
Image description: This region looks like purple and blue drops of paint layered between streaks of orange and blue. There is color almost everywhere, though the blackness of space can be seen on the outer edges of the image. Stars are scattered all over; three shining stars nearly in a vertical line in the middle of the image stand out the most. There are bubbles, or cavities, that have been created by radiation and material blowing away from the surfaces of massive stars.⁣
 ⁣
Credit: X-ray: NASA/CXC/PSU/L. Townsley et al; Optical: UKIRT; Infrared: NASA/JPL-Caltech⁣
 ⁣
#NASA #Xray #Astronomy #Stars #Universe #Space #Abracadabra",1356,450127,2025-03-25T19:41:58.000Z,nasa,https://www.instagram.com/p/DHomqL9tiIN/
